objectid,file name,title,description,company names,creator,architect,drawn,traced,date,date is approximate,scale,subject,location built,location created,location,latitude,longitude,digital collection,finding aid,source,identifier,rights,rightsstatement,format original,type,digital format,language,display_template,object_location,image_small,image_thumb
craigmountain086,MG12_F34_p004.jpg,Building drawing,"Building drawing of the cross section for kiln #7, looking into kiln from operating room end. Drawing for the Craig Mountain Lumber Co. Winchester, Idaho. Marked as incomplete, not for construction.",Craig Mountain Lumber Company; Moore Dry Kiln Company,,Moore Dry Kiln Company,T.T.S.,,1945-10-03,,,blueprints; proposals; elevations; additions; cross sections; longitudinal sections;,"Winchester, Idaho","North Portland, Oregon",,45.59067965,-122.6462826,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p004,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p004.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p004_th.jpg
craigmountain087,MG12_F34_p005.jpg,Internal fan reversible circulation type dry kiln,"Internal fan reversible circulation type dry kiln designed by the North Coast Dry Kiln Co. for the Craig Mountain Lumber Co. Winchester, Idaho.",North Coast Dry Kiln Company; Craig Mountain Lumber Company,,North Coast Dry Kiln Co.,,,1927-09-12,,3/16 inch = 1 foot,blueprints; dry kilns,"Winchester, Idaho","Seattle, Washington",,47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p005,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p005.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p005_th.jpg
craigmountain088,MG12_F34_p006.pdf,Handwritten notes regarding Moore dry kiln plan,Handwritten notes regarding one Moore Dry Kiln Plan dated 10-5-45.,[illegible] Automatic Sprinkler Company,EGW [illegible],,,,1947-10-21; 1948-05-04,,,correspondence; dry kilns,,,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F34_p006,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F34_p006.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F34_p006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F34_p006_th.jpg
craigmountain089,MG12_F36_p001.jpg,Profile of Algoma St.,Profile of Algoma St. gutter grade shown. Center crowned 1 foot.,,,,,,1909-10,,,maps; profiles; streets; gutters;,"Algoma Street, Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F36_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F36_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F36_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F36_p001_th.jpg
craigmountain090,MG12_F38_p001.jpg,Winchester town partial tracing,Winchester town partial tracing with a compass.,,,,,,1910,y,,maps; towns; blocks;,"Winchester, Idaho","Winchester, Idaho",,46.23972083,-116.622578,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F38_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F38_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F38_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F38_p001_th.jpg
craigmountain091,MG12_F38_p002.jpg,"Map of Winchester in Nez Perce County, Idaho","Map of Winchester in Nez Perce County, Idaho. Attached is a notarized affidavit assuring the accuracy of the surveyor and cartography.",Craig Mountain Lumber Company,James E. Fleming (Civil Engineer and Lead Surveyor); F.W. Dewart (Notary Public),"James E. Fleming, Civil Engineer and Lead Surveyor",,,1909-09,,1 inch = 100 feet,maps; towns; blocks;  affidavits; civil engineers; surveyors; notaries;,"Winchester, Idaho","Winchester, Idaho",,46.23972083,-116.622578,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F38_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F38_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F38_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F38_p002_th.jpg
craigmountain092,MG12_F39_p001.jpg,Details of Cottage No. 3.,Blueprint of details of Cottage No. 3. for Bank of Spirit Lake by R.C. Sweatt.,,,R.C. Sweatt,R.C. Sweatt,L.D.,1908-10-13,,3/4 inch = 1 foot,blueprints; cottages;  elevations; Sections;,"Spirit Lake, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p001_th.jpg
craigmountain093,MG12_F39_p002.jpg,Floor plans and elevations for Cottage No. 3.,"Floor plans and elevations blueprint for Cottage no. 3 for Bank of Spirit Lake, Spirit Lake, Idaho.",,,R.C. Sweatt,R.C. Sweatt,L.E.D.,1908-10-13,,1/4 inch = 1 foot,blueprints; cottages;  elevations; Sections;,"Spirit Lake, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p002_th.jpg
craigmountain094,MG12_F39_p003.jpg,Elevations for Cottage for Bank of Spirit Lake,"Elevations blueprint for cottage for Bank of Spirit Lake, Spirit Lake, Idaho.",,,R.C. Sweatt,R.C. Sweatt,E.F.,1908-09-28,,1/4 inch = 1 foot; 3/4 inch = 1 foot;,blueprints; cottages;  elevations; Sections; plans;,"Spirit Lake, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p003,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p003_th.jpg
craigmountain095,MG12_F39_p004.jpg,Plans and elevations for Cottage for Bank of Spirit Lake,"Plans and elevations blueprint for the Cottage for Bank of Spirit Lake, Spirit Lake, Idaho.",,,R.C. Sweatt,G.G.,G.G.,1908-10-03,,1/4 inch = 1 foot; 3/4 inch = 1 foot; 1/8 inch = 1 foot;,blueprints; cottages;  elevations; Sections;,"Spirit Lake, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p004,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p004.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p004_th.jpg
craigmountain096,MG12_F39_p005.jpg,Cottage front elevation drawing plan,Front elevation and floor plan for Cottage for Bank of Spirit Lake.,,,,,,,,1/4 inch = 1 foot;  3/8 inch = 1 foot;,elevations; floor plans; cottages;,"Spirit Lake, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p005,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p005.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p005_th.jpg
craigmountain097,MG12_F39_p006.jpg,Map showing timber lands of Craig Mountain Lumber Co. in Nez Perce County,"Map showing Timber Lands of Craig Mountain Lumber Co. in Nez Perce County, Idaho. A map color key indicates the different lands owned by McCann Lands, the Indian Reserve, homesteaders, and Craig Mountain Lumber Co.",Craig Mountain Lumber Company,,,,,,,,maps; timber sales; lumber companies; Idaho; Oregon; Washington;,"Nez Perce County, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F39_p006,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F39_p006.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F39_p006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F39_p006_th.jpg
craigmountain098,MG12_F41_p001.jpg,Plat of acre tracts for Winchester Townsite Co.,"Plat of acre tracts for Winchester Townsite Co. Note: Plat is made to conform with original townsite survey. Points marked [Symbol, encircled crosshairs] indicate the position of monuments at street intersections. Points marked [Symbol: crosshairs through square] show the tract corners, which are marked by a tack in a 4"" x 4"" Fir stake 24"" long and driven 14"" into the ground.",,,"Waldo W. Skuse, C.E.",Waldo W. Skuse,,1911-08-10,,1 inch = 100 feet,maps; monuments; corners; plats; townsites; blocks; streets;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F41_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F41_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F41_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F41_p001_th.jpg
craigmountain099,MG12_F42_p001.jpg,Truck axles 62 8c 85 ton locomotive,Truck axles 62 8c 85 ton locomotive blueprint by Heisler Locomotive Works. Drawing no.664-B.,Heisler Locomotive Works,,Heisler Locomotive Works,E.M.D.,,1912-09-25,,1 1/2 inches = 1 foot,blueprints; axles; locomotives; steam engines; railroads; parts; schematics;,,"Erie, Pennsylvania",,42.12989401,-80.08485201,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F42_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F42_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F42_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F42_p001_th.jpg
craigmountain100,MG12_F43_p001.jpg,Location of logging chute,Location of logging chute drawing for the Craig Mountain Lumber Co. S.E. 1/4 Sec.6-T32N-R2W.B.M.,Craig Mountain Lumber Company,,,W.W.S.,,1911-07-19,,1 inch = 400 feet,maps; logging chutes; locations; grids; coordinates;,"Winchester, Idaho",,,,,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F43_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F43_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F43_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F43_p001_th.jpg
craigmountain101,MG12_F46_p001.jpg,Location of proposed logging railroad of the Craig Mountain Lumber Company and location of county road crossing,The N.W.1/4 of Sec.6.T.33.N.R2.W.B.M. showing location of proposed logging railroad of the Craig Mountain Lumber Company and location of County Road Crossing.,Craig Mountain Lumber Company,,"J.J. McCreedy, Eng.",,,1912-03,,1 inch = 400 feet,maps; locations; railroads; county roads; crossings; logging; highwater tables; proposals;,"Winchester, Idaho","Winchester, Idaho",,46.23972083,-116.622578,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F46_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F46_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F46_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F46_p001_th.jpg
craigmountain102,MG12_F47_p001.jpg,"Map of Craig Mountain Lumber Co. Logging Railroad: Lapwai Lake to Station 180+00, Lewis County, Idaho","Map of Craig Mountain Lumber Co. Logging Railroad from Lapwai Lake to Station 180+00, Lewis County, Idaho. Notarized affidavit certifying the accuracy of the cartography indicate that a copy of this map was submitted to the Secretary of the Interior ""in order that the company may obtain the benefits (sic) of the act of Congress approved March 2, 1899, entitled ""An Act to Provide for the Acquiring of Rights of Way by Railroad Companies thru (sic) Indian Reservations; Indian Lands, and indian Allotments and for other Purposes.""",Vanarsdol and Oehler Engineers; Craig Mountain Lumber Company,Vanarsdol and Oehler Engineers; Craig Mountain Lumber Company,,C.V.A.,,1922-12,,1 inch = 400 feet,maps; railroads; indian timber reserves; certificates; presidents; affidavits; engineers; civil engineers;,"Winchester, Idaho","Lewiston, Idaho",,46.3926711,-117.0128863,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F47_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F47_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F47_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F47_p001_th.jpg
craigmountain103,MG12_F47_p002.jpg,Map showing located line of Craig Mountain Railroad in Sec. 6-T.33N.-R.2W.B.M.,"Map showing located line of Craig Mountain Railroad in Sec. 6-T.33N.-R.2W.B.M. A notarized affidavit attesting the accuracy of the cartography is signed by both J.J. McCreedy, the surveying engineer, and the President of Craig Mountain Lumber Company. These affidavits indicate that a copy of this map was submitted to the Secretary of the Interior ""in order that the company may obtain the benefits of the act of Congress approved March 2, 1899, entitled ""An Act to Provide for the Acquiring of Rights of Way by Railroad Companies through Indian Reservations; Indian Lands, and Indian Allotments and for other Purposes."" This copy of the map has not been approved by the Department of the interior. It is possible that this copy was kept in the company records as a reference.",Craig Mountain Lumber Company,,"J.J. McCreedy, Eng.",,,1913-02,,1 inch = 400 feet,maps; affidavits; civil engineers; surveys; locations; presidents; lumber companies; railroads; railroad companies; Nez Perce; nez Perce Indian Forest Reserve; Department of the Interior; Secretary of the Interior; approval; seals;,"Winchester, Idaho","Winchester, Idaho",,46.23972083,-116.622578,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F47_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Map,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F47_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F47_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F47_p002_th.jpg
craigmountain104,MG12_FB01.pdf,A descriptive inventory of the papers of Craig Mountain Lumber Company,"A descriptive inventory of the papers of Craig Mountain Lumber Company in the University of Idaho Library, Archives Group 12. Prepared by Judith Nielsen, September 1980.",,Judith Nielsen,,,,1980-09-01,,,inventories; documents; lumber companies; archives;,,University of Idaho,,46.7287609,-117.0127371,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_FB01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_FB01.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_FB01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_FB01_th.jpg
