objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts0032,1-034.jpg,"Alhambra Mining Co., Ltd.",,"Bennet, Earl H.",1906-07-30,1906-07-30,W. E. Taylor was the owner of one thousand shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-034,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-034.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-034_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-034_th.jpg
stockcerts0033,1-035.jpg,Gertie Mining Company [1],,"Bennet, Earl H.",1940-03-28,1940-03-28,Cliford C. Behre was the owner of four thousand shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-035,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-035.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-035_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-035_th.jpg
stockcerts0034,1-036.jpg,Coeur d'Alene-Beauty Bay Mining & Milling Co. [2],,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares; milling (metalworking),"Coeur d'Alene, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-036,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-036.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-036_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-036_th.jpg
stockcerts0035,1-037.jpg,Caledonia Mining Company [1],,"Bennet, Earl H.",1916-05-22,1916-05-22,Edward F. Edgecombs was the owner of two hundred shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-037,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-037.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-037_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-037_th.jpg
stockcerts0036,1-038.jpg,Delaware Mines Corporation [1],,"Bennet, Earl H.",1932-10-17,1932-10-17,Sigmund S. Weitson was the owner of two hundred shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-038,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-038.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-038_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-038_th.jpg
stockcerts0037,1-039.jpg,"Happy Day Mining Company, Ltd. [1]",,"Bennet, Earl H.",1899-10-07,1899-10-07,Walter Graham(?) was the owner of five thousand shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-039,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-039.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-039_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-039_th.jpg
stockcerts0038,1-040.jpg,Sullivan Extension Mining Co.,,"Bennet, Earl H.",1888-08-18,1888-08-18,John Gallivan was the owner of one thousand shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,"Portland, Oregon",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-040,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-040.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-040_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-040_th.jpg
stockcerts0039,1-041.jpg,"National Copper Mining Company, Ltd. [1]",,"Bennet, Earl H.",1909-08-24,1909-08-24,Realty Trust Co. was the owner of one thousand shares.,mining; stock certificates; shares; copper (metal),"Mullan, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-041,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-041.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-041_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-041_th.jpg
stockcerts0040,1-042.jpg,Wallace Silver-Lead Mining Co.,,"Bennet, Earl H.",1928-06-28,1928-06-28,Mrs. Norma S. Hopkins was the owner of five thousand shares.,mining; stock certificates; shares; silver (metal); lead (metal),"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-042,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-042.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-042_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-042_th.jpg
stockcerts0041,1-043.jpg,Consolidated Virginia Mining Company [1],,"Bennet, Earl H.",1936-03-25,1936-03-25,Geo J. Flach was the owner of seven hundred shares. This certificate was marked as This certificate was marked as This was marked as cancelled.,mining; stock certificates; shares,"Virginia City, Nevada",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",1-043,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/1-043.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/1-043_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/1-043_th.jpg
