objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora024,pg129-024.jpg,Cammassia esculenta,Thomas R. Ashlee,"Common name: Indian Hyacinth. The photo's envelope reads: 'Paradise Creek, Moscow, May 9 - 34. Cammassia esculenta, Lindl. A16, T1/25"" 3 PM. Prjro stained - cleared with Alum-Tron.'",1934-05-09,1934-05-09,,plants; botany; Idaho; flora; native plants,"Paradise Creek, Moscow, Idaho",46.7323946,-117.0182277,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-024,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-024.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-024_th.jpg
flora025,pg129-025.jpg,Gaillardia aristata,Thomas R. Ashlee,"Common name: Common Blanketflower. The photo's envelope reads: 'June 17/1934. Paradise Ridge. Gaillardia aristata, Pursh. A16, T1/25"", F.S. 4 PM.'",1934-06-17,1934-06-17,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-025,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-025.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-025_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-025_th.jpg
flora026,pg129-026.jpg,Field of Camassia,Thomas R. Ashlee,"The photo's envelope reads: 'May 30 -  33 Miller R. Boville. Field of Camassia (Free Meadow). A8, T1/50. #2, 4"". #5, 10"" Best.'",1933-05-30,1933-05-30,,plants; botany; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-026,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-026.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-026_th.jpg
flora027,pg129-027.jpg,Acer glabrum douglasii,Thomas R. Ashlee,"Common name: Douglas Maple. The photo's envelope reads: 'Garden [of] Mr. Weber. Lakeview. Lake Pend d'Oreille, Idaho. July 3 - 33. Acer glabrum douglasii, Piper (Hook). T1"", A16, cloudy, 2 PM. Height 20 - 15"" #5.'",1933-07-03,1933-07-03,,plants; botany; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-027,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-027.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-027_th.jpg
flora029,pg129-029.jpg,Phlox rigida,Thomas R. Ashlee,"Common name: Stiff Phlox. The photo's envelope reads: 'May 27 Dr Gail. Phlox rigida, Benth. T1/2"", A64, Sun, 3 PM. #2, 4"". Enl f11 mask #1 1 1/4 min.'",1934,1934,yes,plants; botany; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-029,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-029.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-029_th.jpg
flora030,pg129-030.jpg,Erythronium grandiflorum,Thomas R. Ashlee,"Common name: Yellow avalanche Lily. The photo's envelope reads: 'Erythronium grandiflorum. f16 1/5"" 11am full sun. May 30 1933 Miller Rch Bovill. Enl mask 2 f16 1 min 28"".'",1933-05-30,1933-05-30,yes,plants; botany; Idaho; flora; native plants,"Boville, Idaho",46.85877556,-116.3934378,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-030,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-030.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-030_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-030_th.jpg
flora031,pg129-031.jpf,Mertensia longiflora,Thomas R. Ashlee,"Common name: Small and Long Bluebells. The photo's envelope reads: 'Enl. + Calypso mask #3. f11 50 sec. Mertensia longiflora. T1/5, A16, Full Sun. 5pm. May 14 - 33. Canon [?] off Viola grade.",1933-05-14,1933-05-14,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-031,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-031.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-031_th.jpg
flora032,pg129-032.jpg,Pinus ponderosa,Thomas R. Ashlee,"Common name: Ponderosa Pine. The photo's envelope reads: 'Woods E of Viola grade. Feb 10 - 34. Pinus ponderosa, Dougl. 35 Ft. A8, T1/25, F.S. 3 PM. #3915"".'",1934-02-10,1934-02-10,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-032,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-032.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-032_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-032_th.jpg
flora033,pg129-033.jpg,Penstemon deustus,Thomas R. Ashlee,"Common name: Hotrock Penstemon. The photo's envelope reads: 'Pend d'Oreille Nat Forest W Gold Ln Trail from Lakeview. June 21 - 33. Penstemon deustus, Dougl. On rock-slide. A16, T1/25, F.S. D2-, shaded lens. Enl. f11 mask# 1 1/2 min.'",1933-06-21,1933-06-21,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille, National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-033,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-033.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-033_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-033_th.jpg
flora034,pg129-034.jpg,Trillium petiolatum,Thomas R. Ashlee,"Common name: Idaho Trillium. The photo's envelope reads: 'April 10 - 34. 3 Mi E of Moscow. Trillium petiolatum, Pursh. 7"" + 10"" #5.'",1934-04-10,1934-04-10,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-034,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-034.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-034_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-034_th.jpg
flora035,pg129-035.jpg,Gilia aggregata,Thomas R. Ashlee,"Common name: Scarlet Trumpet. The photo's envelope reads: 'Lake Coeur d'Alene. Above (E) residence of Mr. Jerome Day. July 30 - 33. Gilia aggregata, (Pursh) Spreng. T1/100"", A4, D4-, Full Sun, 11:30 AM. #4 26 sec.'",1933-07-30,1933-07-30,,plants; botany; Idaho; flora; native plants,"Lake Coeur d'Alene, Idaho",47.67339443,-116.7854981,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-035,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-035.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-035_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-035_th.jpg
