objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0029,PG101-161_12b,University of Idaho Department of Home Economics classes [10],"The Home Economics class photo, taken outside of the Home Economics building.",1953,yes,,women; social sciences; students; group portraits; education; institutional buildings; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-161_12b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-161_12b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-161_12b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-161_12b_th.jpg
gemphotos0030,PG101-162_06,University of Idaho Department of Home Economics [1],Two women looking over a group of small children.,1953,yes,,women; social sciences; students; group portraits; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-162_06.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-162_06.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-162_06_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-162_06_th.jpg
gemphotos0031,PG101-162_08a,University of Idaho Department of Home Economics [2],"Three women standing around an oven, one opening it. ",1953,yes,,women; social sciences; students; culinary arts; culinary equipment; group portraits; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-162_08a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-162_08a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-162_08a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-162_08a_th.jpg
gemphotos0032,PG101-162_08b,University of Idaho Department of Home Economics [3],A woman looking after children as they go down an indoor slide.,1953,yes,,women; social sciences; students; group portraits; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-162_08b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-162_08b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-162_08b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-162_08b_th.jpg
gemphotos0033,PG101-162_09a,University of Idaho Department of Home Economics [4],A woman looking after children as they go down an indoor slide.,1953,yes,,women; social sciences; students; group portraits; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-162_09a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-162_09a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-162_09a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-162_09a_th.jpg
gemphotos0034,PG101-162_09b,University of Idaho Department of Home Economics [5],"Three women standing around an oven, one opening it.",1953,yes,,women; social sciences; students; culinary arts; culinary equipment; group portraits; home economics,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-162_09b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-162_09b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-162_09b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-162_09b_th.jpg
gemphotos0035,PG101-163_11,Pi Beta Phi house on University of Idaho campus [1],A photograph of the Pi Beta Phi sorority house through foliage.,1953,yes,,group dwelling; societies (associations); women; dormitories (buildings); sororities,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-163_11.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-163_11.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-163_11_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-163_11_th.jpg
gemphotos0036,PG101-163,Pi Beta Phi house on University of Idaho campus [2],A photograph of the Pi Beta Phi sorority house through foliage.,1953,yes,,group dwelling; societies (associations); women; dormitories (buildings); sororities,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-163.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-163.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-163_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-163_th.jpg
gemphotos0037,PG101-164_01,Alpha Chi Omega house on University of Idaho campus [1],A photograph of Alpha Chi Omega sorority house with an automobile out front.,1953,yes,,group dwelling; societies (associations); women; dormitories (buildings); sororities,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-164_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-164_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-164_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-164_01_th.jpg
gemphotos0038,PG101-164_05,Alpha Chi Omega house on University of Idaho campus [2],A photograph of Alpha Chi Omega sorority house with an automobile out front.,1953,yes,,group dwelling; societies (associations); women; dormitories (buildings); sororities,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-164_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-164_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-164_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-164_05_th.jpg
