objectid,title,creator,date,archival date,description,fiddler_name,championship_dates,subject,location,latitude,longitude,identifier,filename,source,type,format original,format,finding aid,digital collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
fiddlers125,Contestant List [6],National Oldtime Fiddle Contest and Festival Organization,1981,1981,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1981results,1981results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1981results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1981results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1981results_th.jpg
fiddlers126,Contestant List [7],National Oldtime Fiddle Contest and Festival Organization,1982,1982,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1982results,1982results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1982results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1982results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1982results_th.jpg
fiddlers127,Contestant List [8],National Oldtime Fiddle Contest and Festival Organization,1983,1983,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1983results,1983results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1983results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1983results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1983results_th.jpg
fiddlers128,Contestant List [9],National Oldtime Fiddle Contest and Festival Organization,1984,1984,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1984results,1984results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1984results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1984results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1984results_th.jpg
fiddlers129,Contestant List [10],National Oldtime Fiddle Contest and Festival Organization,1985,1985,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1985results,1985results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1985results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1985results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1985results_th.jpg
fiddlers130,Contestant List [11],National Oldtime Fiddle Contest and Festival Organization,1987,1987,"List of preliminaries, rounds and finals of the Oldtime Fiddlers' contest.",,,music; contest; instruments; performance; contestants,"Weiser, Idaho",,,1987results,1987results.pdf,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Text,Document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/1987results.pdf,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/1987results_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/1987results_th.jpg
fiddlers131,Fiddlers groups numbers,Daniel Olortegui,2023,2023,"Volunteer manages participants by keeping track of which performer is on stage and which is next, based on their registration number",,,music; contest; instruments; performance; participants,"Weiser, Idaho",,,almoststage,fiddlers131.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers131.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers131_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers131_th.jpg
fiddlers132,Empty stage,Daniel Olortegui,2023,2023,Performance stage in Weiser High School,,,music; contest; instruments; performance; stage,"Weiser, Idaho",,,emptystage,fiddlers132.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers132.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers132_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers132_th.jpg
fiddlers133,practice or warm-up room,Daniel Olortegui,2023,2023,"Lunch room in Weiser High School, where all the fiddlers warm-up for their performances",,,music; contest; instruments; performance; practice,"Weiser, Idaho",,,highschoolcafeteria,fiddlers133.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers133.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers133_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers133_th.jpg
fiddlers134,Registration desk,Daniel Olortegui,2023,2023,Volunteer Jamie Hill at the registration table at the 2023 contest.,,,music; contest; instruments; performance; participants,"Weiser, Idaho",,,jamieregistrationdesk,fiddlers134.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers134.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers134_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers134_th.jpg
fiddlers136,Julie Eisenhauer,Daniel Olortegui,2023,2023,Volunteer Julie Eisenhauer assists participants during 2023 contest,Julie Eisenhauer,,music; contest; instruments; performance; practice,"Weiser, Idaho",,,julieeisenhauer,fiddlers136.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers136.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers136_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers136_th.jpg
fiddlers137,Luke Price Jamming,Daniel Olortegui,2023,2023,Luke Price practicing in the campground near by the high school,Luke Price,,music; contest; instruments; performance; practice,"Weiser, Idaho",,,lukepricejamming,fiddlers137.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers137.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers137_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers137_th.jpg
fiddlers138,Mia Orosco performance,Daniel Olortegui,2023,2023,Mia Orosco fiddling as a Grand Master,Mia Orosco,,music; contest; instruments; performance,"Weiser, Idaho",,,oroscodemostration,fiddlers138.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers138.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers138_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers138_th.jpg
fiddlers139,Weiser parade,Daniel Olortegui,2023,2023,"Parade in Weiser, which coincides with the Saturday of the fiddle festival each year. ",,,parade; town; contest,"Weiser, Idaho",,,paradeweiser,fiddlers139.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers139.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers139_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers139_th.jpg
fiddlers140,"Jesse Quintana, Junior Champion",Daniel Olortegui,2023,2023,"Jesse Quintana performing. They won the Junior division in 2021, 2022, and 2023. ",Jesse Quintana,,champion; winner; contest; music,"Weiser, Idaho",,,quintanajunior,fiddlers140.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers140.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers140_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers140_th.jpg
fiddlers142,John Francis National Junior Champion,National Oldtime Fiddle Contest and Festival Organization,1970-1972,1970-1972,"Photograph of John Francis, National Junior Champion 1970-1972, being kissed by a woman.",John Francis,1970; 1971; 1972,champion; winner; contest; music,,,,"johnfrancisjn70,71,72",fiddlers142.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers142.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers142_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers142_th.jpg
fiddlers143,Luke Price National Junior Junior,National Oldtime Fiddle Contest and Festival Organization,1998,1998,"Photograph of Luke Price, National Junior Junior 1998, holding trophy.",Luke Price,1998,champion; winner; contest; music,,,,lukepricejnjn98,fiddlers143.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers143.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers143_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers143_th.jpg
