objectid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,type,format original,format,findingaid,digital collection,contributing institution,language,rights,rightsstatement,display_template,identifier,object_location,image_small,image_thumb,old-filename
fiddlers059,digitalcollectioncover.jpg,Digital Collection Cover,National Oldtime Fiddle Contest and Festival Organization,1975,1970s,Newspaper cover from the national Oldtime Fiddles' Contest.,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,digitalcollectioncover,https://www.lib.uidaho.edu/digital/objects/fiddlers/digitalcollectioncover.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/digitalcollectioncover_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/digitalcollectioncover_th.jpg,DigitalCollectionCover.jpg
fiddlers060,eischenharkinsjn2011.jpg,Eischen Harkins winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,2011-06,June 2011,"Winner of the Oldtime Fiddler Contest, Junior Division in 2011",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,eischenharkinsjn2011,https://www.lib.uidaho.edu/digital/objects/fiddlers/eischenharkinsjn2011.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/eischenharkinsjn2011_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/eischenharkinsjn2011_th.jpg,EischenHarkinsJn2011.jpg
fiddlers061,"garyleemoore,senior2012.jpg",Gary Lee Moore winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2012-06,June 2012,"Winner of the Oldtime Fiddler Contest, Senior Division in 2012",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"garyleemoore,senior2012","https://www.lib.uidaho.edu/digital/objects/fiddlers/garyleemoore,senior2012.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/garyleemoore,senior2012_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/garyleemoore,senior2012_th.jpg","GaryleeMoore,Senior2012.jpg"
fiddlers062,hughiesmithsn-sn2006.jpg,Hughie Smith winner Senior Senior Division,National Oldtime Fiddle Contest and Festival Organization,2006-06,June 2006,"Winner of the Oldtime Fiddler Contest, Senior Senior Division in 2006",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,hughiesmithsn-sn2006,https://www.lib.uidaho.edu/digital/objects/fiddlers/hughiesmithsn-sn2006.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/hughiesmithsn-sn2006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/hughiesmithsn-sn2006_th.jpg,HughieSmithSn-Sn2006.jpg
fiddlers063,"hughiesmith,senior,95.jpg",Hughie Smith winner Senior Divison,National Oldtime Fiddle Contest and Festival Organization,1995-06,June 1995,"Winner of the Oldtime Fiddler Contest, Senior Division in 1995",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"hughiesmith,senior,95","https://www.lib.uidaho.edu/digital/objects/fiddlers/hughiesmith,senior,95.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/hughiesmith,senior,95_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/hughiesmith,senior,95_th.jpg","HughieSmith,Senior,95.jpg"
fiddlers064,"jimhootssenior,84.jpg",Jim Hoots winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1984-06,June 1984,"Winner of the Oldtime Fiddler Contest, Senior Division in 1984",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"jimhootssenior,84","https://www.lib.uidaho.edu/digital/objects/fiddlers/jimhootssenior,84.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/jimhootssenior,84_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/jimhootssenior,84_th.jpg","JimHootsSenior,84.jpg"
fiddlers065,joesitesadult2004.jpg,Joe Sites winner Adult Division,National Oldtime Fiddle Contest and Festival Organization,2004-06,June 2004,"Winner of the Oldtime Fiddler Contest, Adult Division in 2004",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,joesitesadult2004,https://www.lib.uidaho.edu/digital/objects/fiddlers/joesitesadult2004.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/joesitesadult2004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/joesitesadult2004_th.jpg,JoeSitesAdult2004.jpg
fiddlers066,"johnfrancis,senior,2015.jpg",John Francis winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2015-06,June 2015,"Winner of the Oldtime Fiddler Contest, Senior Division in 2015",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"johnfrancis,senior,2015","https://www.lib.uidaho.edu/digital/objects/fiddlers/johnfrancis,senior,2015.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/johnfrancis,senior,2015_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/johnfrancis,senior,2015_th.jpg","JohnFrancis,Senior,2015.jpg"
fiddlers067,"johnmelnichuk,senior2002.jpg",John Melnichuk winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2002-06,June 2002,"Winner of the Oldtime Fiddler Contest, Senior Division in 2002",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"johnmelnichuk,senior2002","https://www.lib.uidaho.edu/digital/objects/fiddlers/johnmelnichuk,senior2002.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/johnmelnichuk,senior2002_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/johnmelnichuk,senior2002_th.jpg","JohnMelnichuk,Senior2002.jpg"
fiddlers068,katrinapearcejnjn95.jpg,Katrina Pearce winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1995-06,June 1995,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1995",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,katrinapearcejnjn95,https://www.lib.uidaho.edu/digital/objects/fiddlers/katrinapearcejnjn95.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/katrinapearcejnjn95_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/katrinapearcejnjn95_th.jpg,KatrinaPearceJnJn95.jpg
